,text,hashtags,sentement
206,"اهنئ الشعب الجزائري الشقيق لتأهل المنتخب الجزائري لنصف النهائي لبطولة #كأس_العرب 2021م.
عزيمة وإرادة قوية ، بالتوفيق للخضر والف مبروك 🇸🇦🇩🇿 https://t.co/oy6aH928of",['كأس_العرب'],positive
207,"«خمسينة شاي» في استراحة لاعبي #منتخب_مصر بـ #كأس_العرب.. فيديو
https://t.co/4pXLkXYtDb https://t.co/H7ILEdrXOK",['كأس_العرب'],neutral
208,"منتخب الجزائر يتوج ببطولة #كأس_العرب ويرفع لاعبيه علم #فلسطين وعلم الجزائر وبن سلمان وعيال زايد يبلطوا البحر هم واسيادهم في كيان الاحتلال
تحية لشعب الجزائر العظيم https://t.co/eCtCOSw4DJ",['كأس_العرب'],positive
209,بالنسبة لـ #قطر هي أكبر الفائزين في #كأس_العرب بلا منازع حتى ولو لم تحرز الكأس فقد فازت ونجحت في تنظيم المبهر والرائع لهذه الفعالية اما اذا فازت بالكأس والتنظيم معاً فهذا خير وبركة .,['كأس_العرب'],positive
210,"منتخب الجزائر يتوج ببطولة #كأس_العرب ويرفع لاعبيه علم #فلسطين وعلم الجزائر وبن سلمان وعيال زايد يبلطوا البحر هم واسيادهم في كيان الاحتلال
تحية لشعب الجزائر العظيم https://t.co/eCtCOSw4DJ",['كأس_العرب'],positive
211,"4 عوامل ترجح كفة العنابي قبل مواجهة الخضر
https://t.co/awQMxW0vOO
#قطر 
#الجزائر
#كأس_العرب 
#مونديال_العرب",['كأس_العرب'],neutral
212,"«خمسينة شاي» في استراحة لاعبي #منتخب_مصر بـ #كأس_العرب.. فيديو
https://t.co/4pXLkXYtDb https://t.co/H7ILEdrXOK",['كأس_العرب'],neutral
213,فريق الجزائر الوطني الفائز ببطولة #كأس_العرب يرفع علم #فلسطين بجانب علم بلاده، حركة رمزية قد يعتبرها البعض عادية ولكنها ثقيلة على الكيان الصهيوني، فاكثر شئ يقلقه هو تمسك الشعوب الحية بقضية فلسطين، هذا التعاطف يجعل شعلة الأمل لا تنطفي، تحية لفريق الجزائر ولشعبه https://t.co/RfKZrnkZ10,['كأس_العرب'],positive
214,"🚀🤩 صاروخية بلايلي من زاوية مختلفة 

صِف الهدف بكلمة ✍🏼

#كأس_العرب | #مونديال_العرب | #المغرب_الجزائر 
#FIFArabCup | #ArabCup2021 https://t.co/ngkw7tpP9b",['كأس_العرب'],neutral
215,"كأس العرب.. محمد الشناوي يكشف طبيعة إصابته @NEWSTeN4 https://t.co/ChZEasgfQ6 
#كأس_العرب https://t.co/5FPQZ6On87",['كأس_العرب'],neutral
216,بعلم #فلسطين.. لاعبو #الجزائر يحتفلون بالتأهل لنصف نهائي #كأس_العرب https://t.co/D6LlBxA1Kb,['كأس_العرب'],positive
217,"لا تُلحَّ ولو مع محب، ولا تُلمِّح ولو مع قريب؛ فإنه ذاكرٌ فتُثقلُ عليه، أو ناسٍ فتُثقِلُ على نفسك..
أما الله تعالى فإنه لا ينساك، وأمرك عليه هيِّنٌ، وهو الكريم الجميل.

- وجدان العلي
#كأس_العرب 
#مصر_الاردن #محمد_ابن_الذيب_يمدح_عمان 
#الحب_وش_نكهته 
#المغرب",['كأس_العرب'],positive
218,"🚀🤩 صاروخية بلايلي من زاوية مختلفة 

صِف الهدف بكلمة ✍🏼

#كأس_العرب | #مونديال_العرب | #المغرب_الجزائر 
#FIFArabCup | #ArabCup2021 https://t.co/ngkw7tpP9b",['كأس_العرب'],neutral
219,فريق الجزائر الوطني الفائز ببطولة #كأس_العرب يرفع علم #فلسطين بجانب علم بلاده، حركة رمزية قد يعتبرها البعض عادية ولكنها ثقيلة على الكيان الصهيوني، فاكثر شئ يقلقه هو تمسك الشعوب الحية بقضية فلسطين، هذا التعاطف يجعل شعلة الأمل لا تنطفي، تحية لفريق الجزائر ولشعبه https://t.co/RfKZrnkZ10,['كأس_العرب'],positive
220,"في العدد 264 من «سوبر1» — 

أرقام بطولة #كأس_العرب بعد انتهاء مباريات الدور ربع النهائي. 🔢

⚽ مجموع أهداف هو الأكبر في تاريخ البطولة
🟥 13 بطاقة حمراء وعدد أخطاء كبير
👤 329 لاعباً شاركوا والرقم قد يرتفع

#FIFArabCup | #مونديال_العرب https://t.co/c3zwDypaaP",['كأس_العرب'],neutral
221,فريق الجزائر الوطني الفائز ببطولة #كأس_العرب يرفع علم #فلسطين بجانب علم بلاده، حركة رمزية قد يعتبرها البعض عادية ولكنها ثقيلة على الكيان الصهيوني، فاكثر شئ يقلقه هو تمسك الشعوب الحية بقضية فلسطين، هذا التعاطف يجعل شعلة الأمل لا تنطفي، تحية لفريق الجزائر ولشعبه https://t.co/RfKZrnkZ10,['كأس_العرب'],positive
222,"🚀🔥 تسديدة صاروخية خرافية من يوسف البلايلي تسكن شباك المنتخب المغربي

#كأس_العرب #مونديال_العرب #المغرب_الجزائر 
#FIFArabCup #ArabCup2021 https://t.co/6Q52tC8NX4",['كأس_العرب'],positive
223,"هدف يوسف بلايلي الرائع و التاريخي في الأشواط الإضافية لصالح الجزائر على المغرب في بطولة #كأس_العرب بصوت المعلق رؤوف خليف.

#FIFArabCup | #الجزائر_المغرب https://t.co/juBG0QGJ47",['كأس_العرب'],positive
224,"سبحان الله .. خسارتهم وخروجهم من بطولة #كأس_العرب افرحت جميع الشعوب العربيه والاسلامية !!!

5 وخميسه في عيون الحسود ✋",['كأس_العرب'],negative
225,"🚀🔥 تسديدة صاروخية خرافية من يوسف البلايلي تسكن شباك المنتخب المغربي

#كأس_العرب #مونديال_العرب #المغرب_الجزائر 
#FIFArabCup #ArabCup2021 https://t.co/6Q52tC8NX4",['كأس_العرب'],positive
226,"تبتعد الأشياء عنك بقدر حاجتك لها، وتقترب منك بقدر زهدك فيها.

- شمس التبريزي
#كأس_العرب 
#مصر_الاردن 
#محمد_ابن_الذيب_يمدح_عمان 
#الحب_وش_نكهته",['كأس_العرب'],neutral
227,"رأسية مروان داوود الرائعة في الوقت القاتل تحسم صعودنا لنصف النهائي في #كأس_العرب 👏🏻☄️
بعد  مباراة كلها  ساسبنس ورعب 😂

مبروك التأهل يا أبطال،عاااش  لابطالنا اللي استبسلوا لآخر  دقيقة و ان شاء الله البطولة مصرية 💪🏻🇪🇬
#كاس_العرب_FIFA 🏆 
#منتخب_مصر 
 
https://t.co/OqxYv3i55T",['كأس_العرب'],positive
228,"هذا الجزائري استحق قبلة على رأسه .
قال : نحن و #المغرب أشقاء ولن يفرقنا السياسيون .
#الجزائر #المغرب #كأس_العرب #قطر https://t.co/PXP7OjEvlE",['كأس_العرب'],positive
229,"فلسفة #كأس_العرب قائمة على أساس التقريب بين الشعوب وتحقيق الاتحاد بينها مثلما هو الحال مع كل المنافسات الكروية في العالم
رابطة الأبطال الأوروبية ولدت لتعزيز الروابط بين دول الاتحاد الأوروبي وتحقيق التكامل الاقتصادي والاندماج السياسي (المتعثر)
لابد من التعامل مع المنافسة تبعا لهذا",['كأس_العرب'],neutral
230,"منتخب مصر الأول لا يخسر بكأس العرب

#المنتخب_المصري #مصر_تونس #مونديال_العرب 
#كأس_العرب_2021 #كأس_العرب #كاس_العرب_FIFA #المواطن_الرياضي
 https://t.co/VYI98zqiBS",['كأس_العرب'],positive
231,"#الحب_وش_نكهته #الاردن_مصر
#الميزانية_السعودية #رسالة_اليوم
#لقاء_ولي_العهد #ليلة_أسير_الشوق
#برشلونه_اوساسونا #كأس_العرب
#زواج_مسيار_جده
العمر٣٢
الطول١٦٧
الوزن٦٩
مطلقه موظفه
الشروط #زوج يخاف الله
#محمد_ابن_الذيب_يمدح_عمان
#عبر_عن_حالتك_بصوره #عاجل
#طلاب_الجامعه_تقنيه_يستغيثون",['كأس_العرب'],neutral
232,هدف #يوسف_بلايلي في مباراة #الجزائر_المغرب في #كأس_العرب نسخة من هدفه ضد الغرافة https://t.co/WJ3Z61clGd,['كأس_العرب'],neutral
233,"منتخب الجزائر يتوج ببطولة #كأس_العرب ويرفع لاعبيه علم #فلسطين وعلم الجزائر وبن سلمان وعيال زايد يبلطوا البحر هم واسيادهم في كيان الاحتلال
تحية لشعب الجزائر العظيم https://t.co/eCtCOSw4DJ",['كأس_العرب'],positive
234,بعلم #فلسطين.. لاعبو #الجزائر يحتفلون بالتأهل لنصف نهائي #كأس_العرب https://t.co/D6LlBxA1Kb,['كأس_العرب'],positive
235,"🚀🔥 تسديدة صاروخية خرافية من يوسف البلايلي تسكن شباك المنتخب المغربي

#كأس_العرب #مونديال_العرب #المغرب_الجزائر 
#FIFArabCup #ArabCup2021 https://t.co/6Q52tC8NX4",['كأس_العرب'],positive
236,فريق الجزائر الوطني الفائز ببطولة #كأس_العرب يرفع علم #فلسطين بجانب علم بلاده، حركة رمزية قد يعتبرها البعض عادية ولكنها ثقيلة على الكيان الصهيوني، فاكثر شئ يقلقه هو تمسك الشعوب الحية بقضية فلسطين، هذا التعاطف يجعل شعلة الأمل لا تنطفي، تحية لفريق الجزائر ولشعبه https://t.co/RfKZrnkZ10,['كأس_العرب'],positive
237,"توغاي يفتتح التسجيل للمنتخب الجزائري 🇩🇿

#كأس_العرب | #مونديال_العرب | #الجزائر_مصر
#FIFArabCup | #ArabCup2021 https://t.co/7q5ubPOZWt",['كأس_العرب'],neutral
238,بالنسبة لـ #قطر هي أكبر الفائزين في #كأس_العرب بلا منازع حتى ولو لم تحرز الكأس فقد فازت ونجحت في تنظيم المبهر والرائع لهذه الفعالية اما اذا فازت بالكأس والتنظيم معاً فهذا خير وبركة .,['كأس_العرب'],positive
239,"هذا الجزائري استحق قبلة على رأسه .
قال : نحن و #المغرب أشقاء ولن يفرقنا السياسيون .
#الجزائر #المغرب #كأس_العرب #قطر https://t.co/PXP7OjEvlE",['كأس_العرب'],positive
240,فريق الجزائر الوطني الفائز ببطولة #كأس_العرب يرفع علم #فلسطين بجانب علم بلاده، حركة رمزية قد يعتبرها البعض عادية ولكنها ثقيلة على الكيان الصهيوني، فاكثر شئ يقلقه هو تمسك الشعوب الحية بقضية فلسطين، هذا التعاطف يجعل شعلة الأمل لا تنطفي، تحية لفريق الجزائر ولشعبه https://t.co/RfKZrnkZ10,['كأس_العرب'],positive
241,"منتخب الجزائر يتوج ببطولة #كأس_العرب ويرفع لاعبيه علم #فلسطين وعلم الجزائر وبن سلمان وعيال زايد يبلطوا البحر هم واسيادهم في كيان الاحتلال
تحية لشعب الجزائر العظيم https://t.co/eCtCOSw4DJ",['كأس_العرب'],positive
242,"مبارك لمنتخبنا الوطني الجزائري تأهله لدور نصف النهائي في كأس العرب 
فلسطين والجزائر شعب واحد مش شعبين 🇩🇿❤️🇵🇸
#كأس_العرب #فلسطين #الجزائر #قطر #الجزائر_المغرب https://t.co/86zoqSeo3A",['كأس_العرب'],positive
243,"منتخب الجزائر يتوج ببطولة #كأس_العرب ويرفع لاعبيه علم #فلسطين وعلم الجزائر وبن سلمان وعيال زايد يبلطوا البحر هم واسيادهم في كيان الاحتلال
تحية لشعب الجزائر العظيم https://t.co/eCtCOSw4DJ",['كأس_العرب'],positive
244,"منتخب الجزائر يتوج ببطولة #كأس_العرب ويرفع لاعبيه علم #فلسطين وعلم الجزائر وبن سلمان وعيال زايد يبلطوا البحر هم واسيادهم في كيان الاحتلال
تحية لشعب الجزائر العظيم https://t.co/eCtCOSw4DJ",['كأس_العرب'],positive
245,"للترفيه 🤗
لقد كان قلب الاسد عن جدارة #بلايلي 
في لقاء #الجزائر_المغرب
#كأس_العرب
كابتن ماجد نسخة جزائرية 🇩🇿💪🤩👇👇 https://t.co/YCc5zJX0Kx",['كأس_العرب'],positive
246,"ياااااااااارب يفوز المنتخب اليمني على المنتخب السعودي
ويترنفز محمد بن سلمان ويطرد الرئيس هادي من المملكة
😂😂😂😂
#المنتخب_اليمني_للناشئين 
#كأس_العرب",['كأس_العرب'],negative
